LEAGUE,NAME,SEASON,UNIQUE ID,POS,AGE,#,TEAM,GP,EV P1/GP,PP P1/GP,P1/GP,EV G,EV A1,EV A2,EV P1,PP G,PP A1,PP A2,PP P1,SH G,SH A1,SH A2,SHOTS,SH%,TG,TP,TP/GP,EV%,Goals/P1,MISSING GF%,EV GF,EV GA,EV GF%,EV GF%Rel,OFF EV GF,OFF EV GA,eTOI/GP,P1/e60,DOB,BIRTH YEAR,HT,SHOOTS,Breakout Season,TSA,ShotAttempts/P1/e60
NCAAD1,Kristin O'Neill,2020,368741/kristin-o-neill,F,22,20,COR,30,1.1,0.1,1.3333,24,9,3,33,1,2,0,3,0,1,0,145,17.24,25,40,1.3333,91.67,69.44,0,43,8,84.31,3.36,51,12,22.66,3.2657,3/30/1998,1998,5'04,L,TRUE,187,57.26184279
NCAAD1,Lexi Templeman,2019,413394/lexi-templeman,F,20,10,RMU,36,0.3889,0.25,0.8889,3,11,3,14,2,7,5,9,1,0,0,124,4.84,6,32,0.8889,60.87,21.74,0,25,19,56.82,11.36,35,42,21.28,1.8798,10/13/1999,1999,5'02,R,FALSE,187,99.47866794
NCAAD1,Sydney Brodt,2020,399384/sydney-brodt,F,22,14,MND,36,0.6944,0.1111,1.1389,15,10,7,25,2,2,2,4,2,1,0,132,14.39,19,41,1.1389,86.21,58.62,0,51,31,62.2,14.74,28,31,25.8,2.0669,5/3/1998,1998,5'06,R,TRUE,185,89.50602351
NCAAD1,Delaney Belinskas,2020,495225/delaney-belinskas,F,0,17,BC,35,0.6,0,0.7429,17,4,2,21,0,0,0,0,3,0,0,141,14.18,20,26,0.7429,100,80.95,0,30,23,56.6,10.01,41,47,20.29,2.0275,,,5'08,R,FALSE,184,90.75215783
NCAAD1,Nicole Schammel,2019,368005/nicole-schammel,F,23,25,MIN,39,0.8205,0.1282,1.2051,13,19,6,32,3,2,4,5,0,0,0,117,13.68,16,47,1.2051,86.49,43.24,0,44,18,70.97,0.48,86,36,18.43,3.0887,4/9/1996,1996,5'05,L,TRUE,182,58.9244666
NCAAD1,Summer-Rae Dobson,2020,523068/summer-rae-dobson,F,21,7,MRC,36,0.4722,0.2222,0.9167,10,7,6,17,5,3,1,8,1,0,0,120,13.33,16,33,0.9167,68,60,0,28,20,58.33,-0.2,48,34,18.91,2.2919,6/15/1999,1999,5'05,R,FALSE,182,79.41009643
NCAAD1,Tereza Vanisova,2019,215346/tereza-vanisova,F,23,21,MNE,31,0.6129,0.129,0.7742,13,6,0,19,3,1,0,4,1,0,0,117,14.53,17,24,0.7742,82.61,69.57,0,30,18,62.5,11.52,26,25,22.41,2.0724,1/30/1996,1996,5'08,L,FALSE,181,87.33835167
NCAAD1,Lexie Adzija,2019,390043/lexie-adzija,F,19,8,QUI,36,0.25,0.0556,0.5,5,4,7,9,2,0,0,2,0,0,0,117,5.98,7,18,0.5,81.82,63.64,0,19,21,47.5,-4.45,40,37,18.54,0.9888,6/30/2000,2000,5'10,L,FALSE,181,183.0501618
NCAAD1,Andrea Renner,2019,371663/andrea-renner,F,21,8,NOE,38,0.4474,0.0789,0.5526,10,7,1,17,1,2,0,3,0,0,0,100,11,11,21,0.5526,85,55,0,31,11,73.81,14.15,71,48,15.58,2.0265,,1998,5'04,L,TRUE,180,88.823094
NCAAD1,Chloe Aurard,2019,367317/chloe-aurard,F,20,12,NOE,35,0.5143,0.1143,0.8857,9,9,6,18,2,2,2,4,1,0,0,110,10.91,12,31,0.8857,81.82,50,0,40,20,66.67,3.7,51,30,20.77,1.8983,3/15/1999,1999,5'06,L,FALSE,178,93.76810831
NCAAD1,Brooke Ersoy,2020,532866/brooke-ersoy,F,19,26,BU,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-57.14,4,3,11.03,0.01,8/7/2001,2001,5'10,R,FALSE,178,17800
NCAAD1,Brooke Ersoy,2021,532866/brooke-ersoy,F,20,26,BU,12,0.0833,0,0.0833,0,1,0,1,0,0,0,0,0,0,0,4,0,0,1,0.0833,100,0,,3,4,42.86,-5.63,16,17,11.03,0.4534,8/7/2001,2001,5'10,R,FALSE,178,392.5893251
NCAAD1,Jaimie Grigsby,2019,399986/jaimie-grigsby,F,22,6,REN,34,0.2353,0.1471,0.5882,5,3,6,8,3,2,1,5,0,0,0,111,7.21,8,20,0.5882,61.54,61.54,0,23,19,54.76,37.22,10,47,23.27,0.9857,,1997,5'09,L,FALSE,176,178.5533124
NCAAD1,Abby Halluska,2019,495216/abby-halluska,F,21,21,BMJ,36,0.3611,0.0278,0.4444,9,4,1,13,0,1,0,1,0,0,1,112,8.04,9,16,0.4444,92.86,64.29,0,21,27,43.75,2.63,44,63,17.44,1.3379,6/26/1998,1998,5'08,R,FALSE,176,131.5494432
NCAAD1,Sarah-Eve Coutu-Godbout,2020,368754/sarah-eve-coutu-godbout,F,23,24,QUI,36,0.4722,0.1667,0.7222,11,6,3,17,5,1,0,6,0,0,0,125,12.8,16,26,0.7222,73.91,69.57,0,34,23,59.65,0.16,47,32,20.67,1.8548,6/16/1997,1997,5'07,L,FALSE,175,94.34979513
NCAAD1,Grace Zumwinkle,2021,399385/grace-zumwinkle,F,22,12,MIN,20,0.85,0.1,1.2,15,2,4,17,2,0,1,2,0,0,0,108,15.74,17,24,1.2,89.47,89.47,,26,17,60.47,0.09,32,21,22.5,2.533,4/23/1999,1999,5'09,R,FALSE,175,69.0880379
NCAAD1,Brooke Madsen,2020,497000/brooke-madsen,F,22,5,PSU,36,0.3611,0.1389,0.5833,3,10,2,13,4,1,0,5,1,0,0,106,7.55,8,21,0.5833,72.22,38.89,0,21,19,52.5,7.05,25,30,19.92,1.5901,3/6/1998,1998,5'06,R,TRUE,175,110.0559713
NCAAD1,Tatum Skaggs,2019,554449/tatum-skaggs,F,21,11,OSU,35,0.4571,0.1429,0.7429,14,2,4,16,3,2,1,5,0,0,0,101,16.83,17,26,0.7429,76.19,80.95,0,33,20,62.26,11.1,44,42,18.57,1.9384,11/13/1998,1998,5'06,R,FALSE,175,90.28064383
NCAAD1,Carrigan Umpherville,2020,588719/carrigan-umpherville,F,19,22,LIU,31,0.6774,0.2258,1.0645,14,7,4,21,5,2,1,7,0,0,0,106,17.92,19,33,1.0645,75,67.86,0,33,24,57.89,12.06,44,52,19.02,2.8499,7/7/2001,2001,5'04,R,FALSE,175,61.40566336
NCAAD1,Carlee Turner,2019,499642/carlee-turner,F,21,19,UNH,36,0.2222,0.1389,0.4444,6,2,0,8,2,3,2,5,0,0,1,112,7.14,8,16,0.4444,61.54,61.54,0,18,17,51.43,9.97,34,48,17.79,1.2177,,1998,5'07,R,FALSE,174,142.892338
NCAAD1,Anna Segedi,2020,553720/anna-segedi,F,20,51,STL,36,0.3611,0.1389,0.6389,8,5,3,13,2,3,1,5,1,0,0,128,8.59,11,23,0.6389,72.22,55.56,0,28,18,60.87,23.88,27,46,20.52,1.5433,12/20/2000,2000,5'05,L,FALSE,174,112.7454157
NCAAD1,Jaycee Gebhard,2020,368744/jaycee-gebhard,F,23,17,RMU,36,0.5833,0.4167,1.75,9,12,5,21,7,8,18,15,4,0,0,135,14.81,20,63,1.75,58.33,44.44,0,33,27,55,2.3,39,35,24.65,2.705,6/2/1997,1997,5'03,L,FALSE,173,63.95563771
NCAAD1,Emily Bergland,2019,397927/emily-bergland,F,22,9,BMJ,36,0.3333,0.0278,0.5556,6,6,5,12,0,1,1,1,1,0,0,95,7.37,7,20,0.5556,92.31,46.15,0,29,39,42.65,1.27,36,51,21.49,1.0858,3/14/1997,1997,5'06,R,FALSE,173,159.3295266
NCAAD1,Lexi Templeman,2020,413394/lexi-templeman,F,21,10,RMU,36,0.4167,0.4444,1.2222,6,9,7,15,5,11,4,16,0,2,0,118,9.32,11,44,1.2222,48.39,35.48,0,31,19,62,13.19,41,43,22.13,2.4854,10/13/1999,1999,5'02,R,TRUE,173,69.60650197
NCAAD1,Tamara Thierus,2020,553469/tamara-thierus,F,20,18,UNH,37,0.3243,0.027,0.5405,6,6,5,12,0,1,2,1,0,0,0,103,5.83,6,20,0.5405,92.31,46.15,0,21,15,58.33,10.33,36,39,17.27,1.2207,10/17/2000,2000,5'03,R,FALSE,172,140.9027607
NCAAD1,Kelly Pannek,2019,367978/kelly-pannek,F,24,19,MIN,37,0.4595,0.0811,0.8378,10,7,5,17,3,0,3,3,3,0,0,104,15.38,16,31,0.8378,85,65,0,28,17,62.22,-11.62,96,34,16.31,2.2863,12/29/1995,1995,5'08,R,FALSE,172,75.23072213
NCAAD1,Ashton Bell,2020,404436/ashton-bell,F,21,26,MND,36,0.3056,0.2222,0.8889,3,8,7,11,7,1,3,8,1,1,1,98,11.22,11,32,0.8889,57.89,52.63,0,41,20,67.21,19.71,38,42,21.63,1.6179,12/7/1999,1999,5'09,R,TRUE,172,106.3106496
NCAAD1,Sarah Potomak,2019,367983/sarah-potomak,F,22,26,MIN,33,0.6364,0.0606,0.7879,10,11,3,21,1,1,0,2,0,0,0,118,9.32,11,26,0.7879,91.3,47.83,0,29,11,72.5,1.43,86,35,16.71,2.5025,12/19/1997,1997,5'05,L,FALSE,171,68.33166833
NCAAD1,Sarah Potomak,2020,367983/sarah-potomak,F,23,26,MIN,36,0.8889,0.1111,1.2778,17,15,8,32,1,3,1,4,1,0,0,116,16.38,19,46,1.2778,88.89,50,0,56,18,75.68,10.37,64,34,20.21,3.0509,12/19/1997,1997,5'05,L,TRUE,171,56.04903471
NCAAD1,Corbin Boyd,2019,400976/corbin-boyd,F,23,11,MNS,35,0.3714,0.1143,0.6286,7,6,3,13,1,3,2,4,0,0,0,114,7.02,8,22,0.6286,76.47,47.06,0,20,33,37.74,-5.12,30,40,21.27,1.3704,,1996,5'06,L,FALSE,171,124.7810858
NCAAD1,Emma Maltais,2021,404432/emma-maltais,F,22,17,OSU,18,0.6667,0.0556,0.8333,5,7,2,12,0,1,0,1,0,0,0,108,4.63,5,15,0.8333,92.31,38.46,,21,15,58.33,2.78,25,20,22.42,1.933,11/4/1999,1999,5'04,L,FALSE,171,88.46352819
NCAAD1,Katelynn Russ,2020,367224/katelynn-russ,F,22,23,UNI,34,0.2059,0.1176,0.3529,5,2,1,7,3,1,0,4,0,0,0,120,6.67,8,12,0.3529,63.64,72.73,0,9,33,21.43,-9.06,25,57,19.15,1.0137,,1998,5'04,R,FALSE,170,167.7024761
NCAAD1,Alexis Mauermann,2019,372856/alexis-mauermann,F,22,14,WIS,41,0.2439,0.0488,0.4146,7,3,4,10,2,0,0,2,0,1,0,96,9.38,9,17,0.4146,83.33,75,0,27,5,84.38,4.54,95,24,13.57,1.4017,10/2/1997,1997,5'02,L,FALSE,169,120.5678819
NCAAD1,Blake Orosz,2019,413428/blake-orosz,F,22,10,REN,36,0.5556,0.1667,0.75,13,7,1,20,4,2,0,6,0,0,0,112,15.18,17,27,0.75,76.92,65.38,0,26,19,57.78,40.32,11,52,21.28,2.0363,9/4/1997,1997,5'02,R,TRUE,169,82.99366498
NCAAD1,Gabbie Cox,2020,668371/gabbie-cox,F,19,3,MRC,34,0.0588,0,0.0588,0,2,0,2,0,0,0,0,0,0,0,32,0,0,2,0.0588,100,0,0,5,8,38.46,-20.97,63,43,9.88,0.3574,8/6/2001,2001,5'04,R,FALSE,167,467.2635702
NCAAD1,Gabbie Cox,2021,668371/gabbie-cox,F,20,3,MRC,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,0,-71.43,15,6,8.18,0.01,8/6/2001,2001,5'04,R,FALSE,167,16700
NCAAD1,Sara Hjalmarsson,2019,366158/sara-hjalmarsson,F,21,19,PRV,35,0.3429,0.1714,0.6571,8,4,4,12,3,3,1,6,0,0,0,75,14.67,11,23,0.6571,66.67,61.11,0,29,17,63.04,5.54,46,34,18.27,1.6885,2/8/1998,1998,5'09,L,FALSE,166,98.31211134
NCAAD1,Mallory Rushton,2019,195612/mallory-rushton,F,22,20,RIT,35,0.2286,0.0857,0.4286,4,4,1,8,1,2,3,3,0,0,0,73,6.85,5,15,0.4286,72.73,45.45,0,15,29,34.09,-22.58,34,26,19.73,0.9558,2/12/1997,1997,5'02,L,FALSE,165,172.6302574
NCAAD1,Lexie Adzija,2020,390043/lexie-adzija,F,20,8,QUI,34,0.5294,0.1176,0.8529,10,8,5,18,1,3,2,4,0,0,0,108,10.19,11,29,0.8529,81.82,50,0,29,18,61.7,3.04,44,31,20.53,1.8911,6/30/2000,2000,5'10,L,TRUE,165,87.25080641
NCAAD1,Malia Schneider,2020,402453/malia-schneider,F,22,18,CLG,38,0.4211,0.0789,0.6579,11,5,5,16,1,2,1,3,0,0,0,109,11.01,12,25,0.6579,84.21,63.16,0,36,25,59.02,3.7,52,42,19.84,1.5122,10/3/1998,1998,5'06,R,FALSE,165,109.1125512
NCAAD1,Grace Graham,2020,495782/grace-graham,F,22,5,COR,33,0.5152,0.1212,0.7879,10,7,3,17,3,1,0,4,2,0,0,109,13.76,15,26,0.7879,80.95,61.9,0,35,8,81.4,-0.42,63,14,19.37,2.1592,,1998,5'08,R,FALSE,165,76.41719155
NCAAD1,Meghara McManus,2020,499636/meghara-mcmanus,F,22,24,UNH,36,0.5,0.1944,0.75,13,5,2,18,4,3,0,7,0,0,0,117,14.53,17,27,0.75,72,68,0,28,20,58.33,13.33,27,33,22.08,1.8875,,1998,5'04,R,FALSE,165,87.41721854
NCAAD1,Catherine Skaja,2019,399388/catherine-skaja,F,20,3,MIN,38,0.3158,0,0.3421,5,7,1,12,0,0,0,0,0,0,0,48,10.42,5,13,0.3421,100,41.67,0,25,5,83.33,15.33,102,48,11.37,1.666,7/28/1999,1999,5'07,R,FALSE,164,98.43937575
NCAAD1,Catherine Skaja,2020,399388/catherine-skaja,F,21,3,MIN,31,0.3548,0.0323,0.4516,7,4,2,11,0,1,0,1,0,0,0,39,17.95,7,14,0.4516,91.67,58.33,0,22,11,66.67,-3.06,76,33,13.34,1.7406,7/28/1999,1999,5'07,R,FALSE,164,94.22038378
NCAAD1,Catherine Skaja,2021,399388/catherine-skaja,F,22,3,MIN,16,0.375,0,0.375,3,3,0,6,0,0,0,0,0,0,0,23,13.04,3,6,0.375,100,50,,7,8,46.67,-12.98,34,23,12.76,1.763,7/28/1999,1999,5'07,R,FALSE,164,93.02325581
NCAAD1,Kathryn Thurman,2020,532839/kathryn-thurman,F,19,21,CON,39,0.1282,0,0.1282,1,4,0,5,0,0,0,0,0,0,0,24,4.17,1,5,0.1282,100,20,0,7,11,38.89,-11.11,66,66,10.1,0.7614,5/27/2001,2001,5'03,R,FALSE,164,215.3926977
NCAAD1,Nadine Edney,2019,399767/nadine-edney,F,23,3,STL,35,0.2857,0.1143,0.5429,5,5,3,10,3,1,2,4,0,0,0,114,7.02,8,19,0.5429,71.43,57.14,0,18,27,40,-5.45,35,42,19.14,1.2542,,1996,5'03,L,FALSE,164,130.7606442
NCAAD1,Julia Tylke,2019,399942/julia-tylke,F,24,2,STC,37,0.4054,0.0811,0.5676,9,6,3,15,1,2,0,3,0,0,0,113,8.85,10,21,0.5676,83.33,55.56,0,24,30,44.44,13.59,29,65,19.09,1.529,11/24/1995,1995,5'05,R,FALSE,164,107.2596468
NCAAD1,Paige Lewis,2019,495783/paige-lewis,F,21,18,COR,36,0.3333,0,0.5,6,6,4,12,0,0,0,0,1,1,0,101,6.93,7,18,0.5,100,50,0,28,18,60.87,-6.2,55,27,17,1.3729,,1998,5'05,R,FALSE,164,119.4551679
NCAAD1,Meghara McManus,2019,499636/meghara-mcmanus,F,21,24,UNH,36,0.3889,0.0556,0.5556,8,6,1,14,2,0,1,2,2,0,0,109,11.01,12,20,0.5556,87.5,62.5,0,19,25,43.18,-2.02,33,40,19.31,1.554,,1998,5'04,R,FALSE,164,105.5341055
NCAAD1,Catherine Trevors,2020,524991/catherine-trevors,F,19,22,DAR,29,0.4138,0.1034,0.6207,8,4,2,12,2,1,1,3,0,0,0,90,11.11,10,18,0.6207,80,66.67,0,19,30,38.78,6.02,19,39,20.31,1.5283,3/21/2001,2001,5'07,R,FALSE,164,107.3087745
NCAAD1,Shay Maloney,2020,367235/shay-maloney,F,21,16,BRN,29,0.2414,0.1034,0.4138,3,4,2,7,3,0,0,3,0,0,0,95,6.32,6,12,0.4138,70,60,0,8,27,22.86,3.38,15,62,20.35,1.0168,8/31/1999,1999,5'09,R,FALSE,163,160.306845
NCAAD1,Theresa Schafzahl,2020,375218/theresa-schafzahl,F,20,17,VER,36,0.4167,0.1944,0.8056,10,5,4,15,4,3,3,7,0,0,0,102,13.73,14,29,0.8056,68.18,63.64,0,24,26,48,8.44,36,55,19.89,1.8433,4/12/2000,2000,5'08,L,TRUE,163,88.42836218
NCAAD1,Sena Hanson,2019,495558/sena-hanson,F,21,12,BRN,29,0.5517,0.0345,0.7241,12,4,3,16,1,0,1,1,0,0,0,98,13.27,13,21,0.7241,94.12,76.47,0,21,39,35,7.88,16,43,23.13,1.5204,4/15/1998,1998,5'09,L,FALSE,163,107.2086293
NCAAD1,Kelli Rowswell,2020,498269/kelli-rowswell,F,22,11,SYR,36,0.3611,0,0.4444,8,5,2,13,0,0,0,0,1,0,0,107,8.41,9,16,0.4444,100,61.54,0,18,26,40.91,-18.18,65,45,16.17,1.4432,5/2/1998,1998,5'10,-,FALSE,163,112.943459
NCAAD1,Lydia Grauer,2019,399775/lydia-grauer,F,0,17,STL,36,0.0833,0.0833,0.2222,1,2,0,3,3,0,1,3,0,1,0,71,5.63,4,8,0.2222,50,66.67,0,14,25,35.9,-10.61,40,46,17.65,0.661,,,5'08,-,FALSE,162,245.0832073
NCAAD1,Makenna Newkirk,2019,401301/makenna-newkirk,F,24,19,BC,39,0.5385,0.2564,1.0256,10,11,4,21,2,8,2,10,0,3,0,100,12,12,40,1.0256,67.74,38.71,0,37,20,64.91,-1.75,60,30,19.48,2.6856,8/11/1995,1995,5'07,R,FALSE,162,60.32171582
NCAAD1,Sophie Shirley,2020,404430/sophie-shirley,F,21,9,WIS,36,0.9722,0.3333,1.6944,23,12,11,35,6,6,3,12,0,0,0,126,23.02,29,61,1.6944,74.47,61.7,0,60,24,71.43,0.84,60,25,22.47,3.4863,6/30/1999,1999,5'09,R,TRUE,162,46.46760176
NCAAD1,Alexa Vasko,2020,431683/alexa-vasko,F,21,10,MRC,34,0.3235,0.1765,0.7941,4,7,8,11,5,1,1,6,1,0,0,104,9.62,10,27,0.7941,64.71,52.94,0,26,17,60.47,4.77,44,35,20.22,1.5707,2/7/1999,1999,5'05,L,FALSE,162,103.138728
NCAAD1,Kristin Della Rovere,2019,390005/kristin-della-rovere,F,19,11,HAR,31,0.3548,0.1935,0.8065,7,4,5,11,5,1,1,6,1,1,0,104,12.5,13,25,0.8065,64.71,70.59,0,22,15,59.46,8.67,32,31,20.24,1.8169,11/30/2000,2000,5'09,R,FALSE,161,88.61247179
NCAAD1,Abby Halluska,2020,495216/abby-halluska,F,22,21,BMJ,37,0.3514,0,0.4324,7,6,3,13,0,0,0,0,0,0,0,111,6.31,7,16,0.4324,100,53.85,0,23,28,45.1,1.1,33,42,18.12,1.1637,6/26/1998,1998,5'08,R,FALSE,161,138.3518089
NCAAD1,Carlee Turner,2020,499642/carlee-turner,F,22,19,UNH,34,0.2059,0.3235,0.5882,2,5,1,7,5,6,1,11,0,0,0,102,6.86,7,20,0.5882,38.89,38.89,0,18,16,52.94,6.79,30,35,20.55,1.5458,,1998,5'07,R,FALSE,161,104.1531893
NCAAD1,Hayley Lunny,2020,553379/hayley-lunny,F,21,24,PRV,36,0.4167,0,0.5,8,7,2,15,0,0,1,0,0,0,0,114,7.02,8,18,0.5,100,53.33,0,26,18,59.09,6.39,39,35,19.84,1.2599,7/9/1999,1999,5'04,L,FALSE,161,127.7879197
NCAAD1,Brette Pettet,2020,372864/brette-pettet,F,21,20,WIS,36,0.4444,0.1667,0.7778,8,8,4,16,4,2,2,6,0,0,0,90,13.33,12,28,0.7778,72.73,54.55,0,32,7,82.05,14.36,88,42,14.08,2.6048,1/14/1999,1999,5'03,R,TRUE,160,61.42506143
NCAAD1,Lexie Laing,2019,397405/lexie-laing,F,23,16,HAR,31,0.5161,0.0968,0.8387,7,9,4,16,1,2,3,3,0,0,0,97,8.25,8,26,0.8387,84.21,42.11,0,26,23,53.06,-5.76,30,21,22.72,1.6186,6/24/1996,1996,5'05,R,FALSE,159,98.2330409
NCAAD1,Claire Dalton,2020,431755/claire-dalton,F,20,24,YAL,32,0.7188,0.125,1.125,10,13,7,23,1,3,1,4,1,0,0,113,10.62,12,36,1.125,85.19,40.74,0,41,23,64.06,23.8,31,46,21.36,2.4581,3/20/2000,2000,5'09,R,TRUE,159,64.68410561
NCAAD1,Grace Graham,2019,495782/grace-graham,F,21,5,COR,36,0.4444,0.1111,0.7222,8,8,5,16,3,1,1,4,0,0,0,89,12.36,11,26,0.7222,80,55,0,27,10,72.97,11.43,56,35,15.73,2.1191,,1998,5'08,R,TRUE,158,74.5599547
NCAAD1,Matti Hartman,2020,496771/matti-hartman,F,0,16,NOE,38,0.3947,0.0263,0.5263,8,7,3,15,1,0,0,1,0,1,0,113,7.96,9,20,0.5263,93.75,56.25,0,30,4,88.24,6.58,89,20,14.8,1.8142,,,5'08,R,TRUE,157,86.53952155
NCAAD1,Meaghan Rickard,2020,497280/meaghan-rickard,F,23,9,PRV,36,0.3333,0.0833,0.5556,5,7,3,12,3,0,2,3,0,0,0,114,7.02,8,20,0.5556,80,53.33,0,24,18,57.14,3.2,41,35,19.18,1.3032,1/15/1997,1997,5'04,R,FALSE,157,120.4726826
NCAAD1,Brooke Bryant,2019,553933/brooke-bryant,F,19,17,MNS,35,0.4286,0.0857,0.5714,9,6,1,15,2,1,1,3,0,0,0,87,12.64,11,20,0.5714,83.33,61.11,0,20,31,39.22,-2.45,30,42,19.71,1.5658,8/22/2000,2000,5'06,R,FALSE,157,100.2682335
NCAAD1,Veronika Pettey,2019,553177/veronika-pettey,F,20,18,NOE,38,0.5526,0.1842,0.8947,11,10,5,21,7,0,1,7,0,0,0,109,16.51,18,34,0.8947,75,64.29,0,40,20,66.67,5.28,62,39,18.76,2.3562,2/18/1999,1999,5'04,R,TRUE,156,66.2083015
NCAAD1,Kelly Browne,2020,553918/kelly-browne,F,20,18,BC,36,0.5,0.25,1,10,8,5,18,2,7,2,9,1,1,0,110,11.82,13,36,1,66.67,44.44,0,35,30,53.85,6.41,37,41,21.44,2.2543,7/14/2000,2000,5'06,L,FALSE,156,69.20108238
NCAAD1,Theresa Schafzahl,2019,375218/theresa-schafzahl,F,19,17,VER,36,0.2222,0.0833,0.4722,6,2,5,8,1,2,1,3,0,0,0,96,7.29,7,17,0.4722,72.73,63.64,0,18,22,45,8.83,34,60,18.34,0.9997,4/12/2000,2000,5'08,L,FALSE,155,155.046514
NCAAD1,Paige Beebe,2019,520787/paige-beebe,F,21,18,BMJ,36,0.3056,0.0833,0.4722,6,5,1,11,3,0,1,3,0,1,0,92,9.78,9,17,0.4722,78.57,64.29,0,21,38,35.59,-10.24,44,52,19.68,1.2704,9/23/1998,1998,5'07,R,FALSE,155,122.0088161
NCAAD1,Caitlyn Sadowy,2019,373901/caitlyn-sadowy,F,22,20,RMU,36,0.25,0.0278,0.3333,6,3,2,9,1,0,0,1,0,0,0,92,7.61,7,12,0.3333,90,70,0,19,22,46.34,-4.91,41,39,15.4,1.082,5/13/1997,1997,5'07,L,FALSE,154,142.3290203
NCAAD1,Lydia Passolt,2020,521094/lydia-passolt,F,21,3,BMJ,29,0.4138,0.069,0.4828,9,3,0,12,1,1,0,2,0,0,0,100,10,10,14,0.4828,85.71,71.43,0,19,22,46.34,1.51,26,32,18.98,1.5257,4/25/1999,1999,5'06,R,FALSE,154,100.9372747
NCAAD1,Ashton Bell,2019,404436/ashton-bell,F,20,26,MND,35,0.2857,0.0286,0.4857,4,6,3,10,1,0,3,1,0,0,0,83,6.02,5,17,0.4857,90.91,45.45,0,21,28,42.86,-10.03,55,49,17.82,1.0585,12/7/1999,1999,5'09,R,FALSE,153,144.5441663
NCAAD1,Alexa Vasko,2019,431683/alexa-vasko,F,20,10,MRC,33,0.3939,0.0909,0.5455,10,3,1,13,2,1,0,3,0,1,0,106,11.32,12,18,0.5455,81.25,75,0,18,18,50,6.98,37,49,19.16,1.6135,2/7/1999,1999,5'05,L,TRUE,153,94.82491478
NCAAD1,Coralie Larose,2020,431750/coralie-larose,F,21,91,CLG,38,0.2895,0.0526,0.5263,6,5,5,11,1,1,0,2,2,0,0,90,10,9,20,0.5263,84.62,53.85,0,26,23,53.06,-5.43,62,44,17.96,1.319,5/16/1999,1999,5'07,R,FALSE,153,115.9969674
NCAAD1,Daryl Watts,2021,390570/daryl-watts,F,22,19,WIS,18,1.5,0.1667,1.8333,16,11,2,27,1,2,1,3,0,0,0,79,21.52,17,33,1.8333,90,56.67,,35,11,76.09,13.59,25,15,23.86,4.191,5/15/1999,1999,5'06,L,FALSE,152,36.26819375
NCAAD1,Hallie Theodosopoulos,2019,499817/hallie-theodosopoulos,F,22,26,STC,37,0.4054,0.0811,0.5135,8,7,1,15,2,1,0,3,0,0,0,98,10.2,10,19,0.5135,83.33,55.56,0,25,32,43.86,13.09,28,63,18.78,1.5544,,1997,5'06,L,TRUE,152,97.78692743
NCAAD1,Hayley Lunny,2019,553379/hayley-lunny,F,20,24,PRV,37,0.3514,0.0811,0.4865,7,6,1,13,2,1,1,3,0,0,0,101,8.91,9,18,0.4865,81.25,56.25,0,18,15,54.55,-7.31,60,37,16.83,1.5414,7/9/1999,1999,5'04,L,TRUE,152,98.61165175
NCAAD1,Natalie Heising,2020,399383/natalie-heising,F,21,20,PSU,34,0.3529,0.1471,0.6176,9,3,2,12,4,1,2,5,0,0,0,115,11.3,13,21,0.6176,70.59,76.47,0,18,16,52.94,12.2,22,32,19.44,1.5428,6/14/1999,1999,5'05,R,FALSE,151,97.87399533
NCAAD1,Kelly Browne,2019,553918/kelly-browne,F,19,18,BC,39,0.359,0.1538,0.6667,8,6,2,14,3,3,4,6,0,0,0,98,11.22,11,26,0.6667,70,55,0,25,18,58.14,-11.09,72,32,17.24,1.7852,7/14/2000,2000,5'06,L,FALSE,151,84.5843603
NCAAD1,Madeline Giordano,2019,553925/madeline-giordano,F,20,14,MNE,34,0.1471,0,0.1765,2,3,1,5,0,0,0,0,0,0,0,26,7.69,2,6,0.1765,100,40,0,7,2,77.78,19.36,59,42,9.44,0.9348,10/28/1999,1999,5'08,L,TRUE,149,159.3923834
NCAAD1,Madeline Giordano,2020,553925/madeline-giordano,F,21,13,MNE,34,0.1471,0.0294,0.2353,1,4,0,5,1,0,2,1,0,0,0,41,4.88,2,8,0.2353,83.33,33.33,0,9,11,45,-10.06,49,40,13.76,0.7694,10/28/1999,1999,5'08,L,FALSE,149,193.6573954
NCAAD1,Madeline Giordano,2021,553925/madeline-giordano,F,22,13,MNE,17,0.0588,0,0.0588,0,1,0,1,0,0,0,0,0,0,0,17,0,0,1,0.0588,100,0,,2,5,28.57,-19.91,16,17,12.4,0.2847,10/28/1999,1999,5'08,L,FALSE,149,523.3579206
NCAAD1,Becca Gilmore,2019,368900/becca-gilmore,F,21,15,HAR,26,0.3846,0.0385,0.8077,5,5,4,10,0,1,4,1,1,1,0,85,7.06,6,21,0.8077,90.91,45.45,0,20,20,50,-10.78,31,20,20.72,1.4477,2/15/1998,1998,5'06,R,FALSE,149,102.9218761
NCAAD1,Paige Voight,2019,368912/paige-voight,F,22,6,MER,36,0.2222,0.1944,0.5,6,2,2,8,5,2,0,7,0,1,0,98,11.22,11,18,0.5,53.33,73.33,0,19,18,51.35,-1.91,49,43,18.1,1.4732,2/4/1997,1997,5'07,L,TRUE,149,101.1403747
